id,title,ingredients,ingredients_normalized
895,Butterscotch Torte,"['3 egg yolks', '1 c. sugar', '1 tsp. vanilla', '1 tsp. almond', '1/2 tsp. baking powder', '3 egg whites', '1 c. graham cracker crumbs', '1/2 c. chopped nuts', '1/2 pt. whipping cream']","""['egg yolk', 'sugar', 'vanilla', 'almond', 'baking powder', 'egg white', 'graham cracker crumb', 'nut', 'whipping cream']"""
896,Mexican Bean Salad,"['2 cans Ranch Style red beans, washed and dried in colander', '1 tomato, chopped', '1 onion, chopped', '3/4 lb. grated cheese (Cheddar)', 'pepper to taste']","""['red beans', 'tomato', 'onion', 'cheddar cheese', 'black pepper']"""
897,Hungarian Goulash,"['2 lb. beef (chuck or rump)', '4 Tbsp. fat', '1 c. sliced onions', '1 small clove garlic, minced', '3/4 c. catsup', '3/8 c. Worcestershire sauce', '1 tsp. vinegar', '1 Tbsp. brown sugar', '2 1/2 tsp. paprika', '2 tsp. salt', '1 tsp. dry mustard', 'dash of red pepper', '3 c. water', '2 Tbsp. flour', '1/4 c. water', 'parsley to taste', 'cooked noodles']","""['beef', 'fat', 'onion', 'garlic', 'catsup', 'worcestershire sauce', 'vinegar', 'brown sugar', 'paprika', 'salt', 'dry mustard', 'red pepper', 'water', 'flour', 'parsley', 'noodles']"""
898,Broccoli Cornbread,"['1 box Jiffy corn muffin mix', '4 eggs', '3/4 c. cottage cheese', '1 small onion, finely chopped', '10 oz. broccoli, chopped', '1 stick melted butter', '1 tsp. salt']","""['corn muffin mix', 'egg', 'cottage cheese', 'onion', 'broccoli', 'butter', 'salt']"""
899,Orange Blossoms,"['1 pkg. yellow cake mix', '1 c. orange juice', '1/2 c. lemon juice', '2 lb. sifted confectioners sugar']","""['yellow cake mix', 'orange juice', 'lemon juice', 'confectioners sugar']"""
900,Corn Pudding,"['3/4 c. sugar', '2 Tbsp. flour', '1/2 tsp. salt', '2 eggs', '1 1/4 c. milk', '1/2 stick butter, melted', '1 1/2 pt. corn, drained']","""['sugar', 'flour', 'salt', 'egg', 'milk', 'butter', 'corn']"""
901,Chicken Cordon Blue,"['3 chicken breasts (halves)', '3 slices Swiss or Jack cheese', '3 slices cooked ham', '1 tsp. paprika', '1/2 c. white wine', '1 c. whipping cream', '3 Tbsp. flour', '1 tsp. salt', 'pepper to taste', '3 Tbsp. butter', '1 chicken bouillon cube']","""['chicken', 'cheese', 'ham', 'paprika', 'wine', 'cream', 'flour', 'salt', 'pepper', 'butter', 'chicken bouillon']"""
902,Corn Casserole,"['1 can creamed corn', '1 can whole corn', '1 stick margarine', '1 box Jiffy corn bread mix', '1 (16 oz.) container fat free sour cream']","""['cream corn', 'whole corn', 'margarine', 'corn bread mix', 'sour cream']"""
903,Poppy Seed Bread,"['1 pkg. Betty Crocker butter pecan cake mix', '1 small pkg. instant coconut pudding', '1 c. boiling water', '2 Tbsp. poppy seed', '1/2 c. oil', '4 eggs']","""['butter pecan cake mix', 'coconut pudding', 'water', 'poppy seed', 'oil', 'egg']"""
904,Buttermilk Brownie Cake,"['1 c. butter', '1/3 c. cocoa', '2 c. flour', '2 c. sugar', '1 tsp. soda', '1/2 tsp. salt', '2 slightly beaten eggs', '1/2 c. buttermilk', '1 1/2 tsp. vanilla']","""['butter', 'cocoa', 'flour', 'sugar', 'baking soda', 'salt', 'egg', 'buttermilk', 'vanilla']"""
905,Seven Layer Salad,"['lettuce', 'tomatoes', 'boiled eggs, cut', 'grated cheese', '2 cans English peas, drained', 'Miracle Whip mayonnaise', 'bacon bits']","""['lettuce', 'tomato', 'egg', 'cheese', 'pea', 'mayonnaise', 'bacon']"""
906,Taco Salad,"['3 lb. ground beef', '2 c. chopped onions', '1 c. chopped celery', '1 c. chopped green bell pepper', '3 Tbsp. cumin seed', '3 cloves garlic, minced', '4 tsp. chili powder', 'salt and pepper to taste', '8 oz. Velveeta cheese, shredded', '1 (10 oz.) can Ro-Tel tomatoes', '18 c. chopped lettuce', '8 tomatoes, chopped', '1 (16 oz.) pkg. corn chips, crushed']","""['ground beef', 'onion', 'celery', 'bell pepper', 'cumin', 'garlic', 'chili powder', 'salt', 'black pepper', 'cheese', 'tomato', 'lettuce', 'corn chip']"""
907,Pizza Dippers,"['10 oz. can Pillsbury refrigerator pizza crust', '2 Tbsp. margarine', '1 1/2 tsp. pizza seasonings', '4 oz. (1 c.) shredded Mozzarella cheese', '8 oz. pizza sauce (warm)']","""['pizza crust', 'margarine', 'pizza seasonings', 'mozzarella cheese', 'pizza sauce']"""
908,Madge'S Refrigerator Rolls,"['1 Tbsp. sugar', '1 pkg. yeast', '1/2 c. lukewarm water', '1 pt. milk', '1/2 c. sugar', '1/2 c. shortening or oleo', '1 Tbsp. salt', '2 egg whites, beaten stiff', '6 c. sifted flour']","""['sugar', 'yeast', 'water', 'milk', 'shortening', 'salt', 'egg white', 'flour']"""
909,Super Sundae Pie,"['2 pt. (1 qt.) vanilla ice cream', '1 (6 oz.) graham cracker pie crust', '1 jar strawberry topping', '1 bottle chocolate sundae syrup', '1/2 c. nuts', 'whipped cream', 'maraschino cherries']","""['vanilla ice cream', 'graham cracker pie crust', 'strawberry topping', 'chocolate sundae syrup', 'nuts', 'whipped cream', 'maraschino cherries']"""
910,Cranberry-Orange Relish For Poultry,"['2 oranges, peeled and sectioned', '1 (16 oz.) can whole cranberry sauce', '1 (16 oz.) can pear halves, drained and chopped', '1 apple (unpeeled), chopped', '1 c. sugar', '1/2 c. raisins', '1/4 c. chopped pecans', '1 Tbsp. vinegar', '1/2 tsp. ground cinnamon', '1/2 tsp. ground ginger']","""['orange', 'cranberry sauce', 'pear', 'apple', 'sugar', 'raisins', 'pecan', 'vinegar', 'cinnamon', 'ginger']"""
911,Swedish Heirloom Cookies,"['1/2 c. shortening', '1/2 c. butter, softened', '1 c. sifted powdered sugar', '1/2 tsp. salt', '2 c. all-purpose flour', '1 Tbsp. water', '1 Tbsp. vanilla extract', '1 1/4 c. ground almonds', 'powdered sugar']","""['shortening', 'butter', 'powdered sugar', 'salt', 'flour', 'water', 'vanilla', 'almond']"""
912,Garden Cabbage Salad,"['1 small cabbage, finely shredded', '1 bunch green onions, chopped', '1 carrot, shredded', '1 small green pepper, finely chopped', '6 radishes, thinly sliced', '1 cucumber, finely chopped', 'Dressing']","""['cabbage', 'green onion', 'carrot', 'green pepper', 'radish', 'cucumber', 'dressing']"""
913,Kentucky Pecan Pie,"['1 c. white corn syrup', '1 c. brown sugar', '1/2 tsp. salt', '1/3 c. melted butter', '1 tsp. vanilla', '3 whole eggs, slightly beaten', '1 c. pecans, finely chopped']","""['white corn syrup', 'brown sugar', 'salt', 'melted butter', 'vanilla', 'egg', 'pecan']"""
914,London Broil,"['1 flank steak (1 1/2 lb. or so)', '1 c. salad oil', '1 Tbsp. vinegar', '1 clove garlic, minced', 'salt and pepper']","""['flank steak', 'salad oil', 'vinegar', 'garlic', 'salt', 'pepper']"""
915,Hello Dolly Bars,"['1 stick of Oleo', '1 c. Graham Cracker Crumbs', '1 c. Chocolate Chips', '1 c. Butterscotch Chips', '1 c. Walnuts, chopped, optional', '1 c. Coconut, shedded', '1 c. Condensed Milk']","""['oleo', 'graham cracker crumbs', 'chocolate chips', 'butterscotch chips', 'walnuts', 'coconut', 'condensed milk']"""
916,Macaroni And Cheese Casserole,"['1 lb. sharp cheese, grated', '8 oz. macaroni, cooked and drained', '1 can condensed cream of mushroom soup', '2 oz. jar pimento', '1 c. mayonnaise', '1/2 onion, grated']","""['sharp cheese', 'macaroni', 'condensed cream of mushroom soup', 'pimento', 'mayonnaise', 'onion']"""
917,Betsy'S Chocolate Fudge Cake,"['3 sq. unsweetened chocolate', '2 1/4 c. sifted flour', '2 tsp. baking powder', '1/2 tsp. salt', '1/2 c. butter', '2 1/4 c. packed light brown sugar', '3 eggs', '1 1/2 tsp. vanilla', '1 c. sour cream', '1 c. boiling water']","""['unsweetened chocolate', 'flour', 'baking powder', 'salt', 'butter', 'brown sugar', 'egg', 'vanilla', 'sour cream', 'water']"""
918,Cream Cheese Squares,"['1 box yellow cake mix', '1 egg', '1 stick margarine', '1 box 10x sugar', '2 eggs', '8 oz. cream cheese, softened']","""['yellow cake mix', 'egg', 'margarine', 'sugar', 'cream cheese']"""
919,Beef Barbecue,"['3 to 5 lb. boneless chuck roast', '1 c. ketchup', '1/2 c. water', '1/2 tsp. mustard', '4 Tbsp. lemon juice', '2 Tbsp. vinegar', '1 onion, finely chopped']","""['chuck roast', 'ketchup', 'water', 'mustard', 'lemon juice', 'vinegar', 'onion']"""
920,Chicken Stroganoff,"['1 lb. chicken breasts', '2 Tbsp. vegetable oil', '2 medium onions', '1/2 lb. mushrooms (2 c.), thinly sliced', '1 Tbsp. cornstarch', '1/8 tsp. pepper', '2 Tbsp. water', '1 (8 oz.) pkg. yogurt', 'hot cooked noodles', '1 tsp. minced garlic', '1/2 c. chicken broth']","""['chicken breast', 'vegetable oil', 'onion', 'mushroom', 'cornstarch', 'black pepper', 'water', 'yogurt', 'noodle', 'garlic', 'chicken broth']"""
921,Cream Pie And Pudding(Microwave),"['3/4 c. sugar', '3/8 c. flour', '1/4 tsp. salt', '2 eggs or 3 egg yolks', '2 c. milk']","""['sugar', 'flour', 'salt', 'egg', 'milk']"""
922,Crispix Cookies,"['1 (12 oz.) pkg. butterscotch morsels', '1 (6 oz.) pkg. semi-sweet chocolate morsels', '1 1/2 c. salted peanuts', '4 c. Kelloggs Crispix cereal']","""['butterscotch morsel', 'chocolate morsel', 'peanut', 'crispix']"""
923,Rum Balls,"['3 c. finely crushed vanilla wafers', '1 c. finely chopped nuts (any kind)', '1 1/2 c. powdered sugar, separated', '1 c. semi-sweet chocolate', '1/2 c. light corn syrup', '1/3 c. rum']","""['vanilla wafers', 'nuts', 'powdered sugar', 'chocolate', 'corn syrup', 'rum']"""
924,Millionaire Cake,"['2 c. flour', '2 c. sugar', '2 tsp. soda', '2 eggs', '1 c. coconut', '1 c. chopped nuts', '1 tsp. vanilla', '1 tsp. salt', '20 oz. can crushed pineapple and juice']","""['flour', 'sugar', 'baking soda', 'egg', 'coconut', 'nut', 'vanilla', 'salt', 'crushed pineapple and juice']"""
925,Hawaiian Carrots,"['1 lb. pkg. carrots', '1 (No. 2) can and 1 small can crushed pineapple, drained', '3 Tbsp. cornstarch', '1/2 c. brown sugar', '1/2 stick oleo']","""['carrot', 'pineapple', 'cornstarch', 'brown sugar', 'oleo']"""
926,Ginny'S Salad,"['3 to 4 bunches red leaf lettuce', '12 oz. shredded Mozzarella cheese', '6 to 8 oz. chopped walnuts', '2 pkg. Good Seasons Italian dressing, mixed according to directions']","""['red leaf lettuce', 'mozzarella cheese', 'walnut', 'italian dressing']"""
927,Onion Soup,"['2 large onions, thinly sliced', '1 Tbsp. butter', '1 Tbsp. vegetable oil', '1/4 tsp. sugar', '2 Tbsp. flour', '6 c. beef broth', '1/4 c. white wine', '4 to 8 slices French bread', '2 tsp. vegetable oil', '1 to 2 c. grated Swiss cheese']","""['onion', 'butter', 'vegetable oil', 'sugar', 'flour', 'beef broth', 'white wine', 'bread', 'cheese']"""
928,Banana Walnut Cake,"['3/4 c. shortening (butter)', '2 1/4 c. sugar', '3 c. cake flour, sifted', '1 1/2 tsp. vanilla', '3/4 tsp. salt', '1 1/2 c. chopped walnuts', '6 Tbsp. sour milk', '1 1/2 c. banana pulp', '3 eggs, beaten well', '3 tsp. baking powder', '3/4 tsp. soda']","""['shortening', 'sugar', 'flour', 'vanilla', 'salt', 'walnuts', 'sour milk', 'banana pulp', 'egg', 'baking powder', 'baking soda']"""
929,Fish And Broccoli Roll-Ups(Serves 4),"['16 oz. flounder or haddock', '4 c. broccoli', '8 lemon wedges', '1/2 c. salad dressing']","""['flounder', 'haddock', 'broccoli', 'salad dressing']"""
930,Fat Free Pizza Treats,"['toasted English muffins', 'pizza sauce', '1 Tbsp. (skim) Mozzarella cheese', 'Parmesan cheese', 'grated onion', 'sliced mushrooms', 'chopped green pepper']","""['english muffin', 'pizza sauce', 'mozzarella cheese', 'parmesan cheese', 'onion', 'mushroom', 'green pepper']"""
931,Sesame Chicken Wings,"['3 1/2 Tbsp. light soy sauce', '1/2 garlic clove, minced', '1/2 tsp. minced fresh ginger', '1 Tbsp. honey', 'freshly ground black pepper to taste', '2 lb. chicken wings, wing tips cut off', '1 Tbsp. Oriental sesame oil', '2 Tbsp. sesame seed, toasted lightly']","""['light soy sauce', 'garlic', 'ginger', 'honey', 'black pepper', 'chicken wings', 'sesame oil', 'sesame seeds']"""
932,Imitation Crabmeat Salad,"['2 lb. imitation crabmeat', '1 pkg. spiral pasta', '8 oz. sour cream', '10 oz. mayonnaise', '3 to 4 sticks celery', '3 to 4 green onions (about 1/4 c.)', '6 oz. water chestnuts', '6 oz. frozen pea pods', '1/4 tsp. dill weed', '1/4 tsp. onion powder', '1/4 tsp. Beau Monde', '1/4 tsp. celery salt', '1/4 tsp. pepper']","""['imitation crabmeat', 'spiral pasta', 'sour cream', 'mayonnaise', 'celery', 'onion', 'water chestnut', 'frozen pea pod', 'dill weed', 'onion powder', 'beau monde', 'celery salt', 'pepper']"""
933,Macaroni And Cottage Cheese,"['3 c. uncooked macaroni', '1 small carton cottage cheese', '1/2 stick butter', 'salt and pepper to taste']","""['macaroni', 'cottage cheese', 'butter', 'pepper']"""
934,String Pie,"['1 lb. ground beef', '1/2 c. chopped onion', '1/4 c. chopped green onion', '1 jar spaghetti sauce', '8 oz. spaghetti, cooked and drained', '1/3 c. grated Parmesan cheese', '2 eggs, beaten', '2 tsp. butter', '1 c. cottage cheese', '1/2 c. shredded Mozzarella cheese']","""['ground beef', 'onion', 'green onion', 'spaghetti sauce', 'spaghetti', 'parmesan cheese', 'egg', 'butter', 'cottage cheese', 'mozzarella cheese']"""
935,Easters Hamburgers,"['1 can tomato sauce', '1/2 tsp. dry mustard', '2 Tbsp. brown sugar', 'salt and pepper', 'chili powder']","""['tomato sauce', 'dry mustard', 'brown sugar', 'pepper', 'chili powder']"""
936,Coconut Macaroons,"['1 1/3 c. coconut', '2 Tbsp. all-purpose flour', '2 egg whites', 'maraschino cherries', '1/3 c. sugar', '1/2 tsp. salt', '1/2 tsp. almond extract']","""['coconut', 'flour', 'egg', 'maraschino cherry', 'sugar', 'salt', 'almond extract']"""
937,Cranberry Salad,"['3 oranges', '2 apples', '1 lb. cranberries', 'No. 2 can crushed pineapple', '2 small pkg. Jell-O *', '1 1/2 c. sugar', '2 c. water', '1 c. chopped nuts']","""['orange', 'apple', 'cranberry', 'pineapple', 'jell-o', 'sugar', 'water', 'nut']"""
938,Lazy Day Salad,"['1 large can fruit cocktail, drained', '2 cans mandarin oranges, drained', '1 large can crushed pineapple with juice', '1 box instant vanilla pudding', '1 box instant lemon pudding', '1 large container Cool Whip']","""['fruit cocktail', 'mandarin orange', 'crushed pineapple', 'vanilla pudding', 'lemon pudding', 'cool whip']"""
939,Pear Relish,"['16 pears, peeled, cored and ground', '6 medium onions, ground', '8 green peppers, ground', '4 sweet red peppers, ground', '2 hot peppers, ground', '6 c. vinegar (5% acidity)', '6 c. sugar', '3 Tbsp. mustard seed', '2 Tbsp. pickling salt', '1 Tbsp. ground turmeric', '1 tsp. ground allspice', '1 tsp. ground cinnamon', '1 tsp. ground ginger']","""['pear', 'onion', 'pepper', 'vinegar', 'sugar', 'mustard seed', 'salt', 'turmeric', 'allspice', 'cinnamon', 'ginger']"""
940,Strawberry Bread,"['2 1/2 c. fresh, crushed strawberries or 2 (10 oz.) containers frozen strawberries, thawed', '4 eggs', '1 1/4 c. salad oil', '3 c. flour', '2 c. sugar', '1 Tbsp. cinnamon', '1 tsp. soda', '1 tsp. salt', '1 c. chopped nuts']","""['strawberry', 'egg', 'oil', 'flour', 'sugar', 'cinnamon', 'baking soda', 'salt', 'nut']"""
941,Strawberry Salad,"['2 pkg. strawberry jello', '1 c. boiling water', '1 large can crushed pineapple', '3 mashed bananas', '1 c. chopped pecans', '1 or 2 c. sour cream']","""['strawberry jello', 'water', 'crushed pineapple', 'banana', 'pecan', 'sour cream']"""
942,Chili Beef Casserole,"['1 can tomato soup', '1 can chili beef soup', '3/4 lb. extra lean ground beef', '1 c. macaroni', '3 slices sharp processed American cheese']","""['tomato soup', 'chili beef soup', 'ground beef', 'macaroni', 'processed american cheese']"""
943,Bread,"['2 c. warm water', '1 pkg. yeast (RapidRise)', '3 Tbsp. melted butter or shortening', '1/2 c. sugar', '1/2 tsp. salt']","""['water', 'yeast', 'butter', 'sugar', 'salt']"""
944,Salmon Casserole Baked In Sour Cream,"['1 (1 lb.) can salmon, drained and juice reserved', '1 Tbsp. lemon juice', '1/2 tsp. salt', 'pepper to taste', '1 c. sour cream', '1/2 tsp. dry dill weed', '1 medium onion, thinly sliced', '1 Tbsp. chopped parsley']","""['salmon', 'lemon juice', 'salt', 'black pepper', 'sour cream', 'dill weed', 'onion', 'parsley']"""
945,Carrie'S Cabbage Soup,"['6 c. shredded green cabbage', '1 c. chopped onion', '2 c. diced celery', '1/2 c. diced green pepper', '1/2 tsp. thyme', '1/4 tsp. marjoram', '1 Tbsp. anisette', '6 peeled ripe red tomatoes', '2 pkg. dry onion soup mix', '2 cans beef bouillon', 'water', '1/4 tsp. tarragon', '2 Tbsp. granulated sugar', '8 oz. tomato sauce', '1 lb. ground beef, browned (optional)', '1 lb. sausage (link, Polish, Italian, kielbasi or ground, browned or precooked)']","""['cabbage', 'onion', 'celery', 'green pepper', 'thyme', 'marjoram', 'anisette', 'tomato', 'onion soup mix', 'beef bouillon', 'water', 'tarragon', 'sugar', 'tomato sauce', 'ground beef', 'sausage']"""
946,Chicken And Pasta Salad,"['1 (8 oz.) pkg. egg noodles, cooked and drained', '3 chicken breasts, cooked and cut up in small pieces', 'seedless green grapes', 'sliced almonds']","""['egg noodle', 'chicken', 'grape', 'almond']"""
947,Calico Beans,"['1 can lima beans, drained', '1 can pork and beans', '1 can red beans', '1 can black-eyed peas', '1 lb. hamburger', '1/2 lb. chopped bacon', '1 medium onion, chopped', '1/2 c. celery, chopped', '1 Tbsp. Worcestershire sauce', '1/2 c. brown sugar', '1 c. catsup', '1 Tbsp. liquid smoke', '1 Tbsp. mustard', '1 Tbsp. vinegar']","""['lima bean', 'pork and bean', 'red bean', 'black-eyed pea', 'hamburger', 'bacon', 'onion', 'celery', 'worcestershire sauce', 'brown sugar', 'catsup', 'liquid smoke', 'mustard', 'vinegar']"""
948,Ham Roll-Up,"['1/2 lb. thin-sliced boiled ham', 'soft cream cheese', 'breadsticks']","""['ham', 'cream cheese', 'breadstick']"""
949,Penne Al'Arrabbiato,"['2 cans (14 oz.) Italian-style tomatoes, chopped', '1 to 2 Tbsp. olive oil', '3 to 4 cloves garlic', '1 Tbsp. minced parsley (more if fresh parsley is used)', 'whole tiny red peppers (to your taste)', 'salt', 'pasta (DeCecco; penne, plain or rigati)']","""['tomato', 'olive oil', 'garlic', 'parsley', 'pepper', 'salt', 'pasta']"""
950,Corn Casserole,"['1 can creamed corn', '1 can whole corn, drained', '2 eggs', '1 stick oleo', '1 (8 oz.) sour cream', '1 small box corn muffin mix']","""['cream corn', 'corn', 'egg', 'oleo', 'sour cream', 'corn muffin mix']"""
951,Vegetable Dip,"['2 c. mayonnaise', '2 c. sour cream', '1/2 c. chopped green onions', '1/2 c. chopped green pepper', '1/2 c. diced pimentos', '1/4 c. Bac*Os', '1/2 tsp. Tabasco', '1/4 tsp. garlic powder or salt', 'salt and pepper to taste']","""['mayonnaise', 'sour cream', 'green onion', 'green pepper', 'pimento', 'bac*os', 'tabasco', 'garlic powder', 'salt', 'pepper']"""
952,Spinach Dip,"['1 (10 oz.) pkg. frozen chopped spinach', '2 (8 oz.) pkg. cream cheese', '1/2 c. chopped green parsley', '1/2 c. chopped green onions', '1/2 tsp. salt', '1/2 tsp. Season-All', '1/2 tsp. black pepper', '1/4 tsp. garlic powder', '2 bottles Sangaree Punch', '5 oz. cognac', '2 oz. Triple Sec (cheaper) or quantro', '5 oz. vodka', '2 oz. Meyers rum (dark)']","""['spinach', 'cream cheese', 'parsley', 'onion', 'salt', 'season-all', 'black pepper', 'garlic powder', 'sangaree punch', 'cognac', 'triple sec', 'vodka', 'rum']"""
953,Easy Chicken Pot Pie,"['1 can Veg-All vegetables', '1 can cream of chicken soup', '1 can cream of onion soup', '1 can cream of mushroom soup', 'approximately 2 c. chicken, cooked and cut into bite-size pieces', '1 1/2 sticks butter or margarine, melted', '1 1/2 c. flour', '1 c. milk']","""['veg-all vegetables', 'cream of chicken soup', 'cream of onion soup', 'cream of mushroom soup', 'chicken', 'butter', 'flour', 'milk']"""
