id,title,ingredients,directions,link,source,ner
551642,Caramel Apple Pie,"{15 caramel candies,1/3 c. flour,3 c. chopped apples,2/3 c. caramel ice cream topping,2 tsp. lemon juice,9-inch deep dish pie crust,1 baking sheet}","{Preheat oven to 375u00b0.,""Combine 15 caramel candies, each cut into 4 pieces."",Add 1/3 cup of flour.,""Add 3 cups of chopped apples (1/2-inch cubes), 2/3 cup caramel ice cream topping and 2 teaspoons of lemon juice; mix well."",Pour the mixture into a frozen pie shell.,Bake at 375u00b0 on a preheated baking sheet for 1 hour.,Store at room temperature.}",www.cookbooks.com/Recipe-Details.aspx?id=712890,Gathered,"{caramel candies,flour,apples,caramel ice cream topping,lemon juice,dish pie crust,baking sheet}"
551643,Lasagna,"{1 1/2 lb. ground beef,""1 c. onions, chopped"",""1 c. peppers (sweet, green or red), chopped"",2 qt. tomatoes,2 (8 oz.) cans mushrooms,""2 medium cloves garlic, chopped"",1/2 tsp. salt,1/4 tsp. black pepper,1/2 tsp. oregano,1/2 tsp. basil,1/4 tsp. rosemary,1/2 tsp. monosodium glutamate,2 c. Mozzarella cheese,1 c. Parmesan cheese,1 c. Ricotta cheese,2 pkg. lasagna noodles}","{Brown onions and peppers in large saucepan.,""Add ground beef, tomatoes, mushrooms, garlic and seasonings."",Allow to cook about 1 hour.,Cook noodles according to package directions.,Put 1/4 sauce in bottom of lasagna pan.,Cover with 1/3 noodles.,Use 1/2 Ricotta cheese.,Sprinkle with Parmesan cheese and Mozzarella cheese.,""Continue in order, ending on top with noodles, sauce, Mozzarella cheese and sprinkle of Parmesan."",Bake in oven at 400u00b0 for 30 to 40 minutes.}",www.cookbooks.com/Recipe-Details.aspx?id=1013281,Gathered,"{ground beef,onions,peppers,tomatoes,mushrooms,garlic,salt,black pepper,oregano,basil,rosemary,monosodium glutamate,Mozzarella cheese,Parmesan cheese,Ricotta cheese,lasagna noodles}"
551644,Italian Chicken Breast,"{2 chicken breasts,1/2 c. Italian dressing}","{Put the chicken breasts in a glass dish.,Pour the Italian dressing over the chicken breasts.,Cover and microwave on High for 3 minutes.,Then turn the chicken over.,Cover and microwave on High for 3 more minutes or until done.}",www.cookbooks.com/Recipe-Details.aspx?id=772234,Gathered,"{chicken breasts,Italian dressing}"
551645,Zucchini Jelly,"{3 c. ground zucchini squash,3 c. sugar,1/2 c. lemon juice,Jell-O}","{""Bring squash, sugar and lemon juice to boil."",Simmer just to a boil for 30 minutes.,Take off heat and add a box of any flavor Jell-O.,Stir until completely dissolved.,Immediately put into jelly jars.}",www.cookbooks.com/Recipe-Details.aspx?id=310790,Gathered,"{ground zucchini,sugar,lemon juice,O}"
551646,Crunchy Tuna Salad,"{1 (16 oz.) container cottage cheese,""1 (6 1/8 oz.) can tuna in water, drained and flaked"",""1/4 c. each: chopped carrot, celery and onion"",1/2 tsp. dill weed,1/4 tsp. pepper,tomato wedges and cucumber slices}","{Mix all ingredients except tomato and cucumber.,""Arrange tuna mixture, tomato and cucumber on serving plates."",Makes 4 servings.}",www.cookbooks.com/Recipe-Details.aspx?id=942483,Gathered,"{cottage cheese,tuna,carrot,dill weed,pepper,tomato}"
551647,Pineapple Filling For Cake,"{1 large can crushed pineapple,2 Tbsp. butter,cold water,1 c. sugar,2 Tbsp. cornstarch}","{""Cook pineapple, sugar and butter together until pineapple is clear."",Add cornstarch and enough cold water to mix.,Boil until thick.}",www.cookbooks.com/Recipe-Details.aspx?id=295811,Gathered,"{pineapple,butter,cold water,sugar,cornstarch}"
551649,Ham And Cheese Rolls,"{8 thin slices (1 oz. each) boiled ham,Dijon mustard and/or mayonnaise,8 sticks (2 1/2 x 1/2 x 1/2-inch each) Swiss cheese,1 can (8 oz.) refrigerated crescent roll dough,""butter or margarine, melted"",poppy seed or toasted sesame seed}","{Preheat oven to 375u00b0.,Spread each ham slice with a thin layer of mustard and/or mayonnaise.,Roll one slice of ham around each cheese stick.,Cut in half crosswise; set aside.,Divide dough into four rectangles along perforations.,Press diagonal perforations to seal.,""On a lightly floured surface, roll each into an 8-inch square."",Cut each into four 4-inch squares.,Place one ham and cheese roll diagonally across one corner.,Fold dough over ham; roll to center of square.,Fold sides in and continue rolling to opposite corner.,Dip top of each roll in melted butter or margarine.,Press seam-side down on an ungresaed baking sheet and sprinkle with seed.* Bake for 12 to 15 minutes or until lightly browned.,Serve hot.,Makes 16.}",www.cookbooks.com/Recipe-Details.aspx?id=644668,Gathered,"{thin,mayonnaise,Swiss cheese,crescent roll,butter}"
551650,"Vegetable Souffle(Grontsagsfromage, Danish)","{1/2 c. butter,2/3 c. flour,1 c. milk (scalding hot),1 c. chicken broth (hot),2 Tbsp. grated Swiss or Parmesan cheese,5 egg yolks,salt to taste,1/2 tsp. sugar,6 egg whites,3 Tbsp. bread crumbs,""3/4 c. cooked, chopped vegetables (spinach, carrots, cauliflower, broccoli, asparagus, cut green beans, mushrooms, peas or lima beans are good)""}",{We sometimes use frozen mixed vegetables.},www.cookbooks.com/Recipe-Details.aspx?id=833763,Gathered,"{butter,flour,milk,chicken broth,egg yolks,salt,sugar,egg whites,bread crumbs,vegetables}"
551651,Cream Cheese Mints,"{3 oz. Philadelphia cream cheese,1/2 tsp. peppermint flavoring or any other flavoring desired (oil works best),food coloring as desired,2 1/2 c. powdered sugar}","{""Mix cream cheese and powdered sugar together, kneading by hands until consistency as desired."",Add coloring and flavoring. Pinch off small balls and roll in granulated sugar.,Press into candy molds.,Remove any excess and remold onto waxed paper. Makes about 60 mints.}",www.cookbooks.com/Recipe-Details.aspx?id=523884,Gathered,"{Philadelphia cream cheese,peppermint flavoring,powdered sugar}"
551663,Zeppolis,"{3 c. flour,3 Tbsp. baking powder,1 1/2 Tbsp. sugar,3 eggs,1 1/2 tsp. vanilla,1 1/2 lb. Ricotta,1 1/4 c. milk,pinch of salt,hot oil for frying}","{Sift dry ingredients into large bowl.,""In another bowl, beat eggs for 3 minutes."",Add Ricotta; beat for another 3 minutes.,Add vanilla.,Add flour mixture alternately with milk.,Mix well.,Drop batter from a teaspoon into hot oil.,Fry until golden brown. Sprinkle with sugar.,Serve warm or cold.}",www.cookbooks.com/Recipe-Details.aspx?id=243684,Gathered,"{flour,baking powder,sugar,eggs,vanilla,Ricotta,milk,salt,hot oil}"
551652,Hamburger Pie,"{1 (9-inch) pie crust (deep dish),3 Tbsp. butter or oleo (optional),1 c. chopped onion,1 lb. ground meat,1 tsp. salt,1/4 tsp. pepper,1/2 tsp. Accent,2 Tbsp. flour,2 pinches tarragon oregano,1 c. sour cream,""2 eggs, slightly beaten""}","{Melt butter in skillet.,Saute onion and meat until pinkness disappears and onion is soft.,Turn off heat. Add remaining ingredients and mix well.,Pour into pie crust.,Combine sour cream and eggs.,""Pour over top of pie and sprinkle with paprika. Bake at 350u00b0 until crust is brown, approximately 45 minutes.""}",www.cookbooks.com/Recipe-Details.aspx?id=870534,Gathered,"{pie crust,butter,onion,ground meat,salt,pepper,Accent,flour,tarragon oregano,sour cream,eggs}"
551654,Chili,"{1 1/2 lb. ground beef,""1 medium onion, diced"",1 clove garlic,1 tsp. salt,1/2 tsp. sugar,1/2 tsp. coarse ground pepper,1 1/2 to 2 tsp. chili powder,1 tsp. cumin,1 tsp. flour,1 can tomato sauce,1 qt. tomatoes,1 can kidney or red beans}","{Brown ground beef and onion.,Drain fat.,""Add to beef the garlic, salt, sugar, pepper, chili powder, cumin and flour."",Add tomato sauce and tomatoes;,cover and simmer for 30 minutes.,Add beans and simmer 10 minutes more.}",www.cookbooks.com/Recipe-Details.aspx?id=501632,Gathered,"{ground beef,onion,clove garlic,salt,sugar,coarse ground pepper,chili powder,cumin,flour,tomato sauce,tomatoes,kidney}"
551655,Butter Pecan Bars,"{2 eggs,1 c. brown sugar,1 c. white sugar,3/4 c. melted butter,1 1/4 c. sifted flour,1 c. finely chopped pecans,1 tsp. vanilla}","{Beat eggs 1 minute.,Add and cream brown sugar and white sugar with melted butter.,""Add sifted flour, pecans and vanilla; mix well."",Pour in lightly greased 9 x 13-inch pan.,Bake at 350u00b0 for 35 minutes.,Cut in squares while warm.}",www.cookbooks.com/Recipe-Details.aspx?id=1075038,Gathered,"{eggs,brown sugar,white sugar,butter,flour,pecans,vanilla}"
551656,Watergate Salad,"{1 (4 serving size) pkg. Jell-O pistachio pudding,1 (20 oz.) can crushed pineapple in juice,1 c. miniature marshmallows,1/2 c. chopped nuts,2 c. thawed Cool Whip}","{""Stir pudding mix, pineapple with juice, marshmallows and nuts in large bowl until well blended. Gently stir in whipped topping. Refrigerate 1 hour or until ready to serve. Garnish with additional whipped topping and sliced strawberries, if desired.""}",www.cookbooks.com/Recipe-Details.aspx?id=51108,Gathered,"{pineapple,marshmallows,nuts}"
551657,Deluxe Potatoes,"{2 lb. bag hash browns,1 c. chopped onion,1 lb. carton sour cream,""1 stick oleo, melted"",8 oz. shredded Cheddar cheese,1 c. crushed potato chips}","{Thaw hash browns for 30 minutes.,Mix all ingredients together.,Put in 9 x 13-inch pan.,Sprinkle on potato chips. Bake 1 hour at 375u00b0.}",www.cookbooks.com/Recipe-Details.aspx?id=625302,Gathered,"{hash browns,onion,sour cream,oleo,Cheddar cheese,potato chips}"
551658,Peanut Butter Pie,"{1 (9-inch) unbaked pie shell,2/3 c. sugar,1/3 c. creamy peanut butter,1 c. salted peanuts,3 eggs,1/2 tsp. salt,1 c. dark corn syrup}","{Heat oven to 375u00b0.,""Beat eggs, sugar, salt, peanut butter and syrup; stir in nuts."",Bake 40 to 50 minutes.}",www.cookbooks.com/Recipe-Details.aspx?id=904525,Gathered,"{shell,sugar,peanut butter,peanuts,eggs,salt,corn syrup}"
551659,Rocky Road Pie,"{1/2 c. melted butter,1 c. sugar,""2 eggs, beaten"",1/2 c. flour,1 tsp. vanilla,1/4 to 1/2 tsp. rum extract,1 c. pecan halves,1 c. chocolate chips,1 deep-dish pie shell}","{Combine butter and sugar until smooth.,Add beaten eggs and mix well.,Add flour and mix well.,""Stir in flavorings, pecans and chocolate chips."",Spoon into pie shell. Bake at 375u00b0 for 40 minutes.}",www.cookbooks.com/Recipe-Details.aspx?id=875295,Gathered,"{butter,sugar,eggs,flour,vanilla,rum,pecan halves,chocolate chips,shell}"
551660,Corned Beef And Cabbage,"{4 large potatoes,2 large onions,1 small head shredded cabbage,1 can cream of mushroom soup,1 can corned beef}","{""In large baking dish, slice potatoes."",Add onions.,Put shredded cabbage on top of onions.,Crumble corned beef on top of cabbage.,""Add a little water to mushroom soup and pour over top. Bake for 1 hour at 350u00b0, uncovered, until potatoes are cooked.""}",www.cookbooks.com/Recipe-Details.aspx?id=385291,Gathered,"{potatoes,onions,cabbage,cream of mushroom soup,corned beef}"
551661,Yeast Bread,"{2 c. milk,1 cake compressed yeast,2 c. water,3 Tbsp. sugar,2 Tbsp. salt,2 Tbsp. shortening,12 c. flour}","{Scald milk; cool to lukewarm.,Soften yeast in a small amount of the water.,""Add yeast and remaining water to the cooled milk. Add sugar, salt and shortening."",Add flour and mix thoroughly. Knead dough on a floured board.,Place dough in a greased bowl. Cover and allow to rise in a warm place until dough will retain impression of a finger.,Punch gas from dough by plunging fist into center of dough.,Fold over edges and turn upside-down. Cover and let rise in warm place until dough is half again as its original side.,Remove to floured board and flatten out.,Divide into 4 pieces; mold into balls.,Allow to stand closely covered for 15 minutes.,Shape into loaves.,Place in greased bread pans and cover.,Allow to stand until dough fills the pan and the center is well above top of pan.,Bake at 400u00b0 for about 45 minutes.}",www.cookbooks.com/Recipe-Details.aspx?id=461416,Gathered,"{milk,yeast,water,sugar,salt,shortening,flour}"
551662,Cookie Pie Crust(Excellent For Strawberry Pie),"{crust for 9-inch pan,1 1/4 c. flour,1/2 c. oleo,2 Tbsp. sugar}","{Mix together and flatten into pan.,""Bake at 400u00b0 for about 20 minutes, watching closely."",Brown lightly.,Cool.}",www.cookbooks.com/Recipe-Details.aspx?id=686422,Gathered,"{crust,flour,oleo,sugar}"
551675,Sauce For Sweet-Sour Meatballs,"{""1 (No. 2) pineapple chunks, drained, reserve juice"",1/2 c. chopped green pepper,1/2 c. sugar,1/2 tsp. salt,2 Tbsp. cornstarch,1 1/2 c. pineapple juice (plus water if needed),1/4 c. vinegar,2 Tbsp. soy sauce,4 beef bouillon cubes,1 tsp. Accent}","{""Heat to boiling, pour"",over meatballs.,Simmer 20 to 30 minutes.,Serve over rice.}",www.cookbooks.com/Recipe-Details.aspx?id=732541,Gathered,"{pineapple,green pepper,sugar,salt,cornstarch,pineapple juice,vinegar,soy sauce,Accent}"
551664,Corn Casserole,"{3 cans whole grain corn,2 cans cream of mushroom soup,""1 (2 oz.) block Cheddar cheese, grated"",1/2 red bell pepper,1/2 yellow bell pepper,""1 onion, chopped"",""1/2 bunch green onions, chopped"",1 Tbsp. butter,1 c. raw rice,2 c. water}","{Saute seasoning in butter.,Add rice and water.,Cook slowly for 20 minutes.,Add corn and soup.,""Add parsley, salt and pepper to taste."",Bake 20 minutes at 325u00b0.,Top with grated cheese.}",www.cookbooks.com/Recipe-Details.aspx?id=1074045,Gathered,"{whole grain corn,cream of mushroom soup,Cheddar cheese,red bell pepper,yellow bell pepper,onion,green onions,butter,rice,water}"
551666,Pizza Sauce,"{1 (15 oz.) can whole tomatoes,1 (6 oz.) can tomato paste,""1 medium onion, diced"",1 Tbsp. basil,1 Tbsp. oregano,1 Tbsp. parsley,1 tsp. sugar,1/4 tsp. garlic powder,1/2 tsp. salt,1/4 tsp. pepper}","{""In a saucepan combine whole tomatoes, tomato paste, onion, sugar, garlic powder and spices."",Stir in salt and pepper.,Bring to a boil.,Simmer 10 to 15 minutes.}",www.cookbooks.com/Recipe-Details.aspx?id=324541,Gathered,"{tomatoes,tomato paste,onion,basil,oregano,parsley,sugar,garlic powder,salt,pepper}"
551667,Karo Coconut Pie,"{1 c. Karo,1 c. sugar,3 eggs,1 c. coconut,vanilla,butter (lump)}","{""Beat sugar, eggs and Karo until light and fluffy."",Add coconut and butter.,Mix well.,Pour into uncooked 9-inch pie shell.,Cook at 350u00b0 for about 45 minutes or until the pie will not shake in middle.}",www.cookbooks.com/Recipe-Details.aspx?id=856117,Gathered,"{sugar,eggs,coconut,vanilla,butter}"
551668,Pumpkin Cake,"{4 eggs,2 tsp. baking soda,1 tsp. ground cloves,1/2 tsp. ginger,2 c. sugar,1/2 c. raisins,2 c. pumpkin,2 c. flour,1/2 tsp. salt,2 tsp. cinnamon,1/4 tsp. allspice,1 c. salad oil,1/2 c. chopped nuts}","{Preheat oven to 350u00b0.,""Sift flour, baking soda, salt and spices together."",Beat eggs and sugar until light and fluffy. Beat in oil and pumpkin.,Add dry ingredients slowly and mix well. Pour into ungreased tube pan.,Bake 1 hour or until done.,Cool completely in pan.,Turn onto cake plate and icing.}",www.cookbooks.com/Recipe-Details.aspx?id=888984,Gathered,"{eggs,baking soda,ground cloves,ginger,sugar,raisins,pumpkin,flour,salt,cinnamon,allspice,salad oil,nuts}"
551669,Corn Casserole,"{2 (16 oz.) cans cream-style corn,""1 can green chilies, chopped"",2 eggs,3/4 c. self-rising meal,2 c. grated cheese,6 Tbsp. corn oil,1 tsp. garlic salt}","{Mix all ingredients together.,Pour in ungreased pan.,Bake 40 minutes at 350u00b0.}",www.cookbooks.com/Recipe-Details.aspx?id=855332,Gathered,"{cream-style,green chilies,eggs,meal,grated cheese,corn oil,garlic salt}"
551670,Basil Biscuits(Low Calorie),"{1 pkg. active dry yeast,2 Tbsp. warm water,1 c. buttermilk,2 1/2 c. all-purpose flour,1 1/2 tsp. baking powder,1/2 tsp. baking soda,1/4 tsp. salt,2 Tbsp. sugar,1/2 c. shortening (canola oil),1/4 c. finely chopped fresh basil,2 Tbsp. finely chopped sun-dried tomatoes}","{Combine yeast and warm water in 2 cup liquid measuring cup; let stand 5 minutes.,Stir in buttermilk and set aside.,Combine flour and next 4 ingredients in a large bowl; cut in shortening with a pastry blender until pea size.,""Add buttermilk mixture, basil and tomatoes, stirring with a fork until dry ingredients are moistened. (Dough will be sticky and lumpy.)"",Turn dough out onto a heavily floured surface and knead lightly 4 or 5 times.,Roll dough to 1/2-inch thickness; cut with a 2 1/2-inch round cutter.,Place on lightly greased baking sheet.,Cover and let rise in a warm place for 30 minutes.,Bake at 450u00b0 for 10 to 12 minutes or until browned.,Yield:,1 dozen.,Great with soups.}",www.cookbooks.com/Recipe-Details.aspx?id=970834,Gathered,"{active dry yeast,water,buttermilk,flour,baking powder,baking soda,salt,sugar,shortening,fresh basil,tomatoes}"
551672,Green Bean And Corn Casserole,"{""1 can French-style green beans, drained"",""1 can Niblets corn, drained"",1 can cream of celery soup,1/2 c. sour cream,1/2 c. grated Cheddar cheese,1/2 c. sliced almonds,1/2 c. melted margarine,""1 roll Ritz crackers, crushed"",1/2 c. chopped onions,pinch of salt}","{""Mix green beans, corn, soup, sour cream, cheese, onions and salt."",Place in greased casserole.,""Mix melted margarine, crushed crackers and almonds."",""Spread on top of casserole and bake for 45 minutes at 350u00b0, uncovered."",Best if made the night before serving and put in refrigerator before baking.,Excellent for freezing; add topping just before baking.}",www.cookbooks.com/Recipe-Details.aspx?id=1086134,Gathered,"{green beans,Niblets corn,cream of celery soup,sour cream,Cheddar cheese,almonds,margarine,roll,onions,salt}"
551673,Broccoli And Chicken Casserole,"{1 (10 oz.) can cream of mushroom soup,1 (12 oz.) can chicken,""1 (10 oz.) pkg. broccoli, chopped"",10 (1-inch) cubes Velveeta cheese,8 oz. egg noodles}","{Preheat oven to 350u00b0.,Cook egg noodles as directed; drain and set aside.,""In an ovenproof baking dish, melt the cheese."",""Add chicken, soup, broccoli and egg noodles; mix thoroughly."",""Bake, uncovered, at 350u00b0 for 1 hour."",Serve immediately.}",www.cookbooks.com/Recipe-Details.aspx?id=357109,Gathered,"{cream of mushroom soup,chicken,broccoli,Velveeta cheese,egg noodles}"
551674,Lemon Pie,"{2 Tbsp. cornstarch,3/4 c. sugar,1 c. boiling water,1/4 c. lemon juice,1 Tbsp. butter,2 egg yolks,salt (pinch),2 grated lemon rinds,2 Tbsp. sugar}","{Combine cornstarch and 3/4 cup sugar.,""Add wate slowly, stirring constantly."",""Cook over hot water in double boiler, stirring constantly, until thick and smooth."",""Add slightly beaten egg yolks, butter, lemon rind and juice and pinch of salt."",Cook 2 minutes.,Pour into baked pie shell.,Cover with meringue made with egg whites and 2 tablespoons sugar.,Bake in slow oven (325u00b0) for 20 minutes.}",www.cookbooks.com/Recipe-Details.aspx?id=350566,Gathered,"{cornstarch,sugar,boiling water,lemon juice,butter,egg yolks,salt,lemon rinds,sugar}"
